APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
pandharpur,bajri,2014,63.0,63.0,solapur,maharashtra
pandharpur,bajri,2015,57.0,57.0,solapur,maharashtra
pandharpur,bajri,2016,357.5,357.5,solapur,maharashtra
jalgaon jamod,black gram,2015,NO MSP,NO MSP,buldhana,maharashtra
jalgaon jamod,black gram,2016,NO MSP,NO MSP,buldhana,maharashtra
chandrapur,brinjal,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,brinjal,2016,NO MSP,NO MSP,chandrapur,maharashtra
khamgaon,lemon,2014,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,lemon,2015,NO MSP,NO MSP,buldhana,maharashtra
khamgaon,lemon,2016,NO MSP,NO MSP,buldhana,maharashtra
shahapur,cucumber,2014,NO MSP,NO MSP,thane,maharashtra
shahapur,cucumber,2015,NO MSP,NO MSP,thane,maharashtra
shahapur,cucumber,2016,NO MSP,NO MSP,thane,maharashtra
jalgaon jamod,sunflower,2015,-1000.0,-1000.0,buldhana,maharashtra
rahuri,brinjal,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,brinjal,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
dondaicha,maize,2014,-225.25,-395.0,dhule,maharashtra
dondaicha,maize,2015,-208.91666666666674,-205.16666666666674,dhule,maharashtra
dondaicha,maize,2016,-38.36363636363626,-101.90909090909099,dhule,maharashtra
sinner,garlic,2015,NO MSP,NO MSP,nasik,maharashtra
vaijapur,lentil,2015,NO MSP,NO MSP,aurangabad,maharashtra
pune,squash gourd,2014,NO MSP,NO MSP,pune,maharashtra
pune,squash gourd,2015,NO MSP,NO MSP,pune,maharashtra
pune,squash gourd,2016,NO MSP,NO MSP,pune,maharashtra
junnar (narayangaon),tomato,2014,NO MSP,NO MSP,pune,maharashtra
junnar (narayangaon),tomato,2015,NO MSP,NO MSP,pune,maharashtra
junnar (narayangaon),tomato,2016,NO MSP,NO MSP,pune,maharashtra
pune,bhagar/vari,2016,NO MSP,NO MSP,pune,maharashtra
shahada,cotton,2014,300.0,300.0,nandurbar,maharashtra
shahada,cotton,2015,90.33333333333348,90.33333333333348,nandurbar,maharashtra
jalna-badnapur,wheat(husked),2014,100.0,100.0,jalna,maharashtra
jalna-badnapur,wheat(husked),2015,59.0,59.0,jalna,maharashtra
jalna-badnapur,wheat(husked),2016,NO MSP,NO MSP,jalna,maharashtra
malegaon,pigeon pea (tur),2014,-434.0,-2141.0,nasik,maharashtra
malegaon,pigeon pea (tur),2015,1741.8999999999996,1149.3999999999996,nasik,maharashtra
malegaon,pigeon pea (tur),2016,1899.6000000000004,1130.8000000000002,nasik,maharashtra
manwat,bajri,2015,31.0,31.0,parbhani,maharashtra
manwat,bajri,2016,292.33333333333326,292.33333333333326,parbhani,maharashtra
satara,shevga,2014,NO MSP,NO MSP,satara,maharashtra
satara,shevga,2015,NO MSP,NO MSP,satara,maharashtra
satara,shevga,2016,NO MSP,NO MSP,satara,maharashtra
osmanabad,soybean,2014,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,soybean,2015,NO MSP,NO MSP,osmanabad,maharashtra
osmanabad,soybean,2016,NO MSP,NO MSP,osmanabad,maharashtra
nira-saswad,soybean,2015,NO MSP,NO MSP,pune,maharashtra
nira-saswad,soybean,2016,NO MSP,NO MSP,pune,maharashtra
jalgaon,maize,2014,-224.0,-555.0,jalgaon,maharashtra
jalgaon,maize,2015,-104.41666666666674,-125.75,jalgaon,maharashtra
jalgaon,maize,2016,-6.875,-127.125,jalgaon,maharashtra
dondaicha-sindkheda,green gram,2015,NO MSP,NO MSP,dhule,maharashtra
dondaicha-sindkheda,green gram,2016,NO MSP,NO MSP,dhule,maharashtra
mumbai,papai,2014,NO MSP,NO MSP,mumbai,maharashtra
mumbai,papai,2015,NO MSP,NO MSP,mumbai,maharashtra
mumbai,papai,2016,NO MSP,NO MSP,mumbai,maharashtra
ashti-karanja,gram,2015,NO MSP,NO MSP,wardha,maharashtra
ashti-karanja,gram,2016,NO MSP,NO MSP,wardha,maharashtra
nandurbar,green gram,2014,NO MSP,NO MSP,nandurbar,maharashtra
nandurbar,green gram,2015,NO MSP,NO MSP,nandurbar,maharashtra
nandurbar,green gram,2016,NO MSP,NO MSP,nandurbar,maharashtra
junnar-otur,ghevda,2015,NO MSP,NO MSP,pune,maharashtra
junnar-otur,ghevda,2016,NO MSP,NO MSP,pune,maharashtra
bhokar,rice(paddy-hus),2015,255.83333333333326,255.83333333333326,nanded,maharashtra
bhokar,rice(paddy-hus),2016,81.20000000000005,81.20000000000005,nanded,maharashtra
vaduj,gram,2014,NO MSP,NO MSP,satara,maharashtra
vaduj,gram,2015,NO MSP,NO MSP,satara,maharashtra
vaduj,gram,2016,NO MSP,NO MSP,satara,maharashtra
akluj,garlic,2014,NO MSP,NO MSP,solapur,maharashtra
akluj,garlic,2015,NO MSP,NO MSP,solapur,maharashtra
akluj,garlic,2016,NO MSP,NO MSP,solapur,maharashtra
devala,fenugreek,2015,NO MSP,NO MSP,nasik,maharashtra
devala,fenugreek,2016,NO MSP,NO MSP,nasik,maharashtra
akkolkot,pigeon pea (tur),2014,250.5,-1479.5,solapur,maharashtra
akkolkot,pigeon pea (tur),2015,3101.2857142857147,2293.4285714285716,solapur,maharashtra
akkolkot,pigeon pea (tur),2016,3286.125,2944.875,solapur,maharashtra
paranda,black gram,2016,NO MSP,NO MSP,osmanabad,maharashtra
ausa,sunflower,2014,-981.6666666666665,-2035.3333333333333,latur,maharashtra
ausa,sunflower,2015,-689.5,-826.9166666666665,latur,maharashtra
ausa,sunflower,2016,-822.0,-1209.7777777777778,latur,maharashtra
anajngaon surji,black gram,2014,NO MSP,NO MSP,amaravathi,maharashtra
anajngaon surji,black gram,2015,NO MSP,NO MSP,amaravathi,maharashtra
anajngaon surji,black gram,2016,NO MSP,NO MSP,amaravathi,maharashtra
gevrai,cotton,2014,82.33333333333348,-1266.3333333333335,beed,maharashtra
gevrai,cotton,2015,-54.375,-79.125,beed,maharashtra
gevrai,cotton,2016,294.57142857142844,-411.42857142857156,beed,maharashtra
akkolkot,wheat(husked),2014,1.0,-483.0,solapur,maharashtra
akkolkot,wheat(husked),2015,-98.33333333333326,-32.66666666666674,solapur,maharashtra
akkolkot,wheat(husked),2016,NO MSP,NO MSP,solapur,maharashtra
nagpur,math (bhaji),2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,math (bhaji),2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,math (bhaji),2016,NO MSP,NO MSP,nagpur,maharashtra
kopargaon,black gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
pandharpur,coriander  ,2014,NO MSP,NO MSP,solapur,maharashtra
pandharpur,coriander  ,2015,NO MSP,NO MSP,solapur,maharashtra
pandharpur,coriander  ,2016,NO MSP,NO MSP,solapur,maharashtra
shirur,tamarind,2015,NO MSP,NO MSP,pune,maharashtra
shirur,tamarind,2016,NO MSP,NO MSP,pune,maharashtra
kalmeshwar,flower,2014,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,flower,2015,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,flower,2016,NO MSP,NO MSP,nagpur,maharashtra
lasalgaon-niphad,maize,2015,-80.0,-80.0,nasik,maharashtra
lasalgaon-niphad,maize,2016,10.700000000000045,10.700000000000045,nasik,maharashtra
khalapur(shil-phata),rice(paddy-hus),2016,835.5999999999999,835.5999999999999,raigad,maharashtra
paithan,bajri,2014,103.5,-594.5,aurangabad,maharashtra
paithan,bajri,2015,-35.33333333333326,-84.88888888888891,aurangabad,maharashtra
paithan,bajri,2016,60.44444444444434,-100.77777777777783,aurangabad,maharashtra
pune,snake gourd,2014,NO MSP,NO MSP,pune,maharashtra
pune,snake gourd,2015,NO MSP,NO MSP,pune,maharashtra
pune,snake gourd,2016,NO MSP,NO MSP,pune,maharashtra
varud-rajura bazar,mustard,2015,-354.5,-354.5,amaravathi,maharashtra
varud-rajura bazar,mustard,2016,NO MSP,NO MSP,amaravathi,maharashtra
pune,capsicum,2014,NO MSP,NO MSP,pune,maharashtra
pune,capsicum,2015,NO MSP,NO MSP,pune,maharashtra
pune,capsicum,2016,NO MSP,NO MSP,pune,maharashtra
varora,paddy-unhusked,2016,130.0,130.0,chandrapur,maharashtra
chandur rly.,sorgum(jawar),2014,0.0,0.0,amaravathi,maharashtra
chandur rly.,sorgum(jawar),2015,10.0,10.0,amaravathi,maharashtra
kalyan,banana(raw),2015,NO MSP,NO MSP,thane,maharashtra
majalgaon,bajri,2014,-118.25,-510.25,beed,maharashtra
majalgaon,bajri,2015,18.181818181818244,-10.545454545454504,beed,maharashtra
majalgaon,bajri,2016,46.181818181818244,-147.090909090909,beed,maharashtra
mandhal,linseed,2015,NO MSP,NO MSP,nagpur,maharashtra
mandhal,linseed,2016,NO MSP,NO MSP,nagpur,maharashtra
osmanabad,wheat(husked),2014,-56.0,-397.66666666666674,osmanabad,maharashtra
osmanabad,wheat(husked),2015,289.57142857142867,284.8571428571429,osmanabad,maharashtra
osmanabad,wheat(husked),2016,NO MSP,NO MSP,osmanabad,maharashtra
kej,green peas (dry),2015,NO MSP,NO MSP,beed,maharashtra
kej,green peas (dry),2016,NO MSP,NO MSP,beed,maharashtra
nira-saswad,wheat(husked),2015,64.0,-199.66666666666674,pune,maharashtra
nira-saswad,wheat(husked),2016,NO MSP,NO MSP,pune,maharashtra
hadgaon-tamsa,soybean,2015,NO MSP,NO MSP,nanded,maharashtra
hadgaon-tamsa,soybean,2016,NO MSP,NO MSP,nanded,maharashtra
taloda,wheat(husked),2014,32.66666666666674,-472.33333333333337,nandurbar,maharashtra
taloda,wheat(husked),2015,-52.90000000000009,-66.79999999999995,nandurbar,maharashtra
taloda,wheat(husked),2016,NO MSP,NO MSP,nandurbar,maharashtra
daryapur,bullack,2015,NO MSP,NO MSP,amaravathi,maharashtra
katol,wheat(husked),2014,39.66666666666674,-518.6666666666666,nagpur,maharashtra
katol,wheat(husked),2015,-81.16666666666674,-95.91666666666674,nagpur,maharashtra
katol,wheat(husked),2016,NO MSP,NO MSP,nagpur,maharashtra
aurangabad,chavli (shenga ),2014,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,chavli (shenga ),2015,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,chavli (shenga ),2016,NO MSP,NO MSP,aurangabad,maharashtra
umari,wheat(husked),2016,NO MSP,NO MSP,nanded,maharashtra
amarawati,pigeon pea (tur),2014,458.0,-1239.3333333333335,amaravathi,maharashtra
amarawati,pigeon pea (tur),2015,2997.0,2413.545454545455,amaravathi,maharashtra
amarawati,pigeon pea (tur),2016,2963.6000000000004,2356.2,amaravathi,maharashtra
pathari,green gram,2014,NO MSP,NO MSP,parbhani,maharashtra
pathari,green gram,2015,NO MSP,NO MSP,parbhani,maharashtra
pathari,green gram,2016,NO MSP,NO MSP,parbhani,maharashtra
kolhapur-malkapur,cluster bean,2016,NO MSP,NO MSP,kolhapur,maharashtra
vaduj,soybean,2014,NO MSP,NO MSP,satara,maharashtra
vaduj,soybean,2015,NO MSP,NO MSP,satara,maharashtra
vaduj,soybean,2016,NO MSP,NO MSP,satara,maharashtra
pune,bajri,2014,498.33333333333326,-183.66666666666674,pune,maharashtra
pune,bajri,2015,487.66666666666674,435.83333333333326,pune,maharashtra
pune,bajri,2016,720.4545454545455,397.63636363636374,pune,maharashtra
daryapur,thymol/lovage,2015,NO MSP,NO MSP,amaravathi,maharashtra
dhule,green chilli,2016,NO MSP,NO MSP,dhule,maharashtra
morshi,chillies(red),2016,NO MSP,NO MSP,amaravathi,maharashtra
buldhana-dhad,maize,2015,-141.66666666666674,-141.66666666666674,buldhana,maharashtra
buldhana-dhad,maize,2016,-142.0,-142.0,buldhana,maharashtra
bhokar,cotton,2014,154.33333333333348,-306.0,nanded,maharashtra
bhokar,cotton,2015,27.800000000000182,41.09999999999991,nanded,maharashtra
bhokar,cotton,2016,273.83333333333303,-3.666666666666515,nanded,maharashtra
yeotmal,cotton,2014,56.333333333333485,-1206.3333333333335,yewatmal,maharashtra
yeotmal,cotton,2015,100.33333333333348,86.0,yewatmal,maharashtra
yeotmal,cotton,2016,547.0,-227.0,yewatmal,maharashtra
kalmeshwar,ladies finger,2014,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,ladies finger,2015,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,ladies finger,2016,NO MSP,NO MSP,nagpur,maharashtra
hingoli,soybean,2014,NO MSP,NO MSP,hingoli,maharashtra
hingoli,soybean,2015,NO MSP,NO MSP,hingoli,maharashtra
hingoli,soybean,2016,NO MSP,NO MSP,hingoli,maharashtra
murum,pigeon pea (tur),2014,429.0,-1144.75,osmanabad,maharashtra
murum,pigeon pea (tur),2015,2814.333333333333,2249.4444444444443,osmanabad,maharashtra
murum,pigeon pea (tur),2016,2774.0,2249.727272727273,osmanabad,maharashtra
pune-pimpri,brinjal,2014,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,brinjal,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,brinjal,2016,NO MSP,NO MSP,pune,maharashtra
kalmeshwar,gram,2014,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,gram,2015,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,gram,2016,NO MSP,NO MSP,nagpur,maharashtra
rahuri-vambori,bajri,2014,95.5,-71.25,ahmadnagar,maharashtra
rahuri-vambori,bajri,2015,108.08333333333326,101.58333333333326,ahmadnagar,maharashtra
rahuri-vambori,bajri,2016,219.4000000000001,232.79999999999995,ahmadnagar,maharashtra
basmat,gram,2014,NO MSP,NO MSP,hingoli,maharashtra
basmat,gram,2015,NO MSP,NO MSP,hingoli,maharashtra
basmat,gram,2016,NO MSP,NO MSP,hingoli,maharashtra
latur,wheat(husked),2014,84.5,-439.75,latur,maharashtra
latur,wheat(husked),2015,29.916666666666742,-1.0,latur,maharashtra
latur,wheat(husked),2016,NO MSP,NO MSP,latur,maharashtra
malegaon,maize,2014,-251.25,-466.0,nasik,maharashtra
malegaon,maize,2015,-152.66666666666674,-158.75,nasik,maharashtra
malegaon,maize,2016,56.5,34.125,nasik,maharashtra
phaltan,potato,2016,NO MSP,NO MSP,satara,maharashtra
devala,bhagar/vari,2016,NO MSP,NO MSP,nasik,maharashtra
kamthi,potato,2014,NO MSP,NO MSP,nagpur,maharashtra
kamthi,potato,2015,NO MSP,NO MSP,nagpur,maharashtra
kamthi,potato,2016,NO MSP,NO MSP,nagpur,maharashtra
rahata,kardai,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,kardai,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
sindkhed raja,soybean,2015,NO MSP,NO MSP,buldhana,maharashtra
sindkhed raja,soybean,2016,NO MSP,NO MSP,buldhana,maharashtra
kolhapur,tomato,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur,tomato,2016,NO MSP,NO MSP,kolhapur,maharashtra
aurangabad,dhemse,2016,NO MSP,NO MSP,aurangabad,maharashtra
atpadi,cotton,2014,400.0,400.0,sangli,maharashtra
atpadi,cotton,2015,487.5,487.5,sangli,maharashtra
rahuri-vambori,gram,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri-vambori,gram,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri-vambori,gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
nashik,lemon,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,lemon,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,lemon,2016,NO MSP,NO MSP,nasik,maharashtra
bhiwapur,wheat(husked),2014,0.0,0.0,nagpur,maharashtra
bhiwapur,wheat(husked),2015,-236.25,-236.25,nagpur,maharashtra
bhiwapur,wheat(husked),2016,NO MSP,NO MSP,nagpur,maharashtra
rahuri,chikoo,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,chikoo,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
umared,black gram,2015,NO MSP,NO MSP,nagpur,maharashtra
umared,black gram,2016,NO MSP,NO MSP,nagpur,maharashtra
chakur,guvar,2016,NO MSP,NO MSP,latur,maharashtra
mumbai,ginger (dry),2014,NO MSP,NO MSP,mumbai,maharashtra
mumbai,ginger (dry),2015,NO MSP,NO MSP,mumbai,maharashtra
mumbai,ginger (dry),2016,NO MSP,NO MSP,mumbai,maharashtra
akluj,ghevda,2016,NO MSP,NO MSP,solapur,maharashtra
shrirampur,garlic,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,garlic,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,garlic,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
nashik,mango,2016,NO MSP,NO MSP,nasik,maharashtra
pune-manjri,squash gourd,2015,NO MSP,NO MSP,pune,maharashtra
pune-manjri,squash gourd,2016,NO MSP,NO MSP,pune,maharashtra
umared,pigeon pea (tur),2014,-524.75,-1460.0,nagpur,maharashtra
umared,pigeon pea (tur),2015,1693.75,1428.416666666667,nagpur,maharashtra
umared,pigeon pea (tur),2016,1421.454545454545,736.454545454545,nagpur,maharashtra
basmat,pigeon pea (tur),2015,1688.0,1688.0,hingoli,maharashtra
basmat,pigeon pea (tur),2016,3104.8,3104.8,hingoli,maharashtra
jawala-bajar,gram,2015,NO MSP,NO MSP,hingoli,maharashtra
jawala-bajar,gram,2016,NO MSP,NO MSP,hingoli,maharashtra
pune-moshi,chavli (pala),2016,NO MSP,NO MSP,pune,maharashtra
akole,wheat(husked),2014,32.25,-434.75,ahmadnagar,maharashtra
akole,wheat(husked),2015,-56.63636363636374,-54.90909090909099,ahmadnagar,maharashtra
akole,wheat(husked),2016,NO MSP,NO MSP,ahmadnagar,maharashtra
nashik-devlali,tandulja,2016,NO MSP,NO MSP,nasik,maharashtra
basmat,castor seed,2015,NO MSP,NO MSP,hingoli,maharashtra
ahmednagar,chillies(red),2015,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,chillies(red),2016,NO MSP,NO MSP,ahmadnagar,maharashtra
sillod,gram,2014,NO MSP,NO MSP,aurangabad,maharashtra
sillod,gram,2015,NO MSP,NO MSP,aurangabad,maharashtra
sillod,gram,2016,NO MSP,NO MSP,aurangabad,maharashtra
babhulgaon,gram,2014,NO MSP,NO MSP,yewatmal,maharashtra
babhulgaon,gram,2015,NO MSP,NO MSP,yewatmal,maharashtra
babhulgaon,gram,2016,NO MSP,NO MSP,yewatmal,maharashtra
pune,cabbage,2014,NO MSP,NO MSP,pune,maharashtra
pune,cabbage,2015,NO MSP,NO MSP,pune,maharashtra
pune,cabbage,2016,NO MSP,NO MSP,pune,maharashtra
partur,bajri,2014,-50.0,-575.0,jalna,maharashtra
partur,bajri,2015,-20.818181818181756,-69.63636363636374,jalna,maharashtra
partur,bajri,2016,55.63636363636374,-41.90909090909099,jalna,maharashtra
sillod,sunflower,2016,-1950.0,-1950.0,aurangabad,maharashtra
chakur,punvad,2016,NO MSP,NO MSP,latur,maharashtra
kalyan,tomato,2014,NO MSP,NO MSP,thane,maharashtra
kalyan,tomato,2015,NO MSP,NO MSP,thane,maharashtra
kalyan,tomato,2016,NO MSP,NO MSP,thane,maharashtra
karmala,black gram,2016,NO MSP,NO MSP,solapur,maharashtra
akkalkuwa,other cereals,2015,NO MSP,NO MSP,nandurbar,maharashtra
navapur,bitter gourd,2016,NO MSP,NO MSP,nandurbar,maharashtra
lasalgaon,pomegranate,2014,NO MSP,NO MSP,nasik,maharashtra
lasalgaon,pomegranate,2016,NO MSP,NO MSP,nasik,maharashtra
kej,bajri,2014,210.66666666666674,-327.0,beed,maharashtra
kej,bajri,2015,167.55555555555566,110.55555555555566,beed,maharashtra
kej,bajri,2016,10.5,-162.20000000000005,beed,maharashtra
kolhapur,cabbage,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur,cabbage,2016,NO MSP,NO MSP,kolhapur,maharashtra
satara,sweet potato,2014,NO MSP,NO MSP,satara,maharashtra
satara,sweet potato,2015,NO MSP,NO MSP,satara,maharashtra
satara,sweet potato,2016,NO MSP,NO MSP,satara,maharashtra
barshi,pigeon pea (tur),2014,-267.6666666666665,-1593.3333333333335,solapur,maharashtra
barshi,pigeon pea (tur),2015,1981.090909090909,1473.727272727273,solapur,maharashtra
barshi,pigeon pea (tur),2016,2107.363636363636,1580.909090909091,solapur,maharashtra
chalisgaon,tomato,2015,NO MSP,NO MSP,jalgaon,maharashtra
chalisgaon,tomato,2016,NO MSP,NO MSP,jalgaon,maharashtra
mandhal,gram,2014,NO MSP,NO MSP,nagpur,maharashtra
mandhal,gram,2015,NO MSP,NO MSP,nagpur,maharashtra
mandhal,gram,2016,NO MSP,NO MSP,nagpur,maharashtra
mantha,pigeon pea (tur),2014,-182.66666666666697,-1189.6666666666665,jalna,maharashtra
mantha,pigeon pea (tur),2015,1692.5,1532.875,jalna,maharashtra
mantha,pigeon pea (tur),2016,2710.875,1743.625,jalna,maharashtra
chandur rly.,pigeon pea (tur),2014,400.0,-1450.0,amaravathi,maharashtra
chandur rly.,pigeon pea (tur),2015,2673.0,2488.181818181818,amaravathi,maharashtra
chandur rly.,pigeon pea (tur),2016,2623.727272727273,2146.0,amaravathi,maharashtra
khed (shel pimpalgaon),chavli (shenga ),2015,NO MSP,NO MSP,pune,maharashtra
kolhapur,strawberi,2015,NO MSP,NO MSP,kolhapur,maharashtra
kolhapur,strawberi,2016,NO MSP,NO MSP,kolhapur,maharashtra
rahuri,other vegetables,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,other vegetables,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
sengaon,sorgum(jawar),2015,-56.40000000000009,-56.40000000000009,hingoli,maharashtra
sengaon,sorgum(jawar),2016,-50.0,-50.0,hingoli,maharashtra
chandvad,zendu,2015,NO MSP,NO MSP,nasik,maharashtra
chandvad,zendu,2016,NO MSP,NO MSP,nasik,maharashtra
jintur-bori,wheat(husked),2014,-14.0,-198.75,parbhani,maharashtra
jintur-bori,wheat(husked),2015,12.571428571428669,10.71428571428578,parbhani,maharashtra
jintur-bori,wheat(husked),2016,NO MSP,NO MSP,parbhani,maharashtra
akole,gram,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
akole,gram,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
akole,gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
pune-pimpri,wal papdi,2014,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,wal papdi,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,wal papdi,2016,NO MSP,NO MSP,pune,maharashtra
pathardi,black gram,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
pathardi,black gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
sillod,wheat(husked),2014,-48.0,-698.0,aurangabad,maharashtra
sillod,wheat(husked),2015,-143.33333333333326,-285.83333333333326,aurangabad,maharashtra
sillod,wheat(husked),2016,NO MSP,NO MSP,aurangabad,maharashtra
chandrapur-ganjwad,flower,2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,flower,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,flower,2016,NO MSP,NO MSP,chandrapur,maharashtra
parola,bajri,2015,-56.5,-56.5,jalgaon,maharashtra
parola,bajri,2016,-13.200000000000045,-13.200000000000045,jalgaon,maharashtra
pune-pimpri,ghosali(bhaji),2014,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,ghosali(bhaji),2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,ghosali(bhaji),2016,NO MSP,NO MSP,pune,maharashtra
kurdwadi,wheat(husked),2014,-33.0,-518.6666666666666,solapur,maharashtra
kurdwadi,wheat(husked),2015,111.33333333333326,87.41666666666674,solapur,maharashtra
kurdwadi,wheat(husked),2016,NO MSP,NO MSP,solapur,maharashtra
kille dharur,sesamum,2014,6563.0,6563.0,beed,maharashtra
kille dharur,sesamum,2015,3400.0,3400.0,beed,maharashtra
kille dharur,sesamum,2016,747.5,747.5,beed,maharashtra
kopargaon,chikoo,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
mangaon(bhadav),paddy-unhusked,2014,-37.5,-639.0,raigad,maharashtra
mangaon(bhadav),paddy-unhusked,2015,-115.25,-165.125,raigad,maharashtra
mangaon(bhadav),paddy-unhusked,2016,-55.14285714285711,-223.8571428571429,raigad,maharashtra
lasalgaon,bajri,2014,-78.25,-225.5,nasik,maharashtra
lasalgaon,bajri,2015,-13.0,-19.75,nasik,maharashtra
lasalgaon,bajri,2016,64.5454545454545,66.18181818181824,nasik,maharashtra
arvi,pigeon pea (tur),2015,1587.5,1481.5,wardha,maharashtra
arvi,pigeon pea (tur),2016,3559.5714285714284,3063.5714285714284,wardha,maharashtra
nagpur,flower,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,flower,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,flower,2016,NO MSP,NO MSP,nagpur,maharashtra
pandharpur,pigeon pea (tur),2015,247.5,247.5,solapur,maharashtra
pandharpur,pigeon pea (tur),2016,3115.0,3115.0,solapur,maharashtra
